,0,1,2,3
8642,FBtr0086000,FBtr0079355,FBtr0080507,FBtr0481713
8643,FBtr0085427,FBtr0083673,FBtr0079158,FBtr0088349
8644,FBtr0076387,FBtr0081347,FBtr0300783,FBtr0481718
8645,FBtr0075364,FBtr0112677,FBtr0479710,FBtr0300635
8646,FBtr0081507,FBtr0072302,FBtr0074509,FBtr0086916
8647,FBtr0088581,FBtr0310080,FBtr0113213,FBtr0081315
8648,FBtr0088238,FBtr0078790,FBtr0345915,FBtr0081266
8649,FBtr0084254,FBtr0299970,FBtr0076136,FBtr0088364
8650,FBtr0087523,FBtr0077064,FBtr0076032,FBtr0307507
8651,FBtr0082821,FBtr0346200,FBtr0347247,FBtr0083504
8652,FBtr0087206,FBtr0081038,FBtr0077877,FBtr0081785
8653,FBtr0086505,FBtr0091862,FBtr0346226,FBtr0074289
8654,FBtr0074135,FBtr0079659,FBtr0072305,FBtr0089021
8655,FBtr0079057,FBtr0452213,FBtr0083509,FBtr0339803
8656,FBtr0084351,FBtr0077842,FBtr0333493,FBtr0083190
8657,FBtr0310080,FBtr0111191,FBtr0074292,FBtr0080809
8658,FBtr0332010,FBtr0303304,FBtr0303569,FBtr0071823
8659,FBtr0475194,FBtr0070398,FBtr0085175,FBtr0321267
8660,FBtr0087538,FBtr0084018,FBtr0300855,FBtr0091640
8661,FBtr0301647,FBtr0082195,FBtr0073650,FBtr0078843
8662,FBtr0087562,FBtr0075421,FBtr0072337,FBtr0071319
8663,FBtr0345052,FBtr0070055,FBtr0301253,FBtr0078846
8664,FBtr0300406,FBtr0299898,FBtr0081099,FBtr0085638
8665,FBtr0299679,FBtr0078462,FBtr0306064,FBtr0074592
8666,FBtr0082255,FBtr0340528,FBtr0076241,FBtr0071560
8667,FBtr0077936,FBtr0081507,FBtr0344997,FBtr0100850
8668,FBtr0113346,FBtr0070506,FBtr0083722,FBtr0085771
8669,FBtr0082651,FBtr0074135,FBtr0072830,FBtr0290284
8670,FBtr0070171,FBtr0072521,FBtr0082151,FBtr0344875
8671,FBtr0073730,FBtr0071904,FBtr0301312,FBtr0347244
8672,FBtr0302527,FBtr0345998,FBtr0071150,FBtr0075502
8673,FBtr0081424,FBtr0088581,FBtr0082318,FBtr0074329
8674,FBtr0114521,FBtr0479645,FBtr0087067,FBtr0301043
8675,FBtr0304890,FBtr0091859,FBtr0082245,FBtr0342613
8676,FBtr0081522,FBtr0074153,FBtr0346989,FBtr0076808
8677,FBtr0082597,FBtr0088530,FBtr0100589,FBtr0079816
8678,FBtr0303240,FBtr0071690,FBtr0076572,FBtr0299572
8679,FBtr0083730,FBtr0075364,FBtr0113134,FBtr0085122
8680,FBtr0071619,FBtr0081478,FBtr0088315,FBtr0080362
8681,FBtr0085360,FBtr0077306,FBtr0290052,FBtr0083026
8682,FBtr0086114,FBtr0302391,FBtr0112525,FBtr0100543
8683,FBtr0334721,FBtr0078423,FBtr0088551,FBtr0089859
8684,FBtr0088682,FBtr0073607,FBtr0339163,FBtr0070295
8685,FBtr0077689,FBtr0084109,FBtr0085329,FBtr0081099
8686,FBtr0076791,FBtr0290283,FBtr0306283,FBtr0273438
8687,FBtr0301322,FBtr0076031,FBtr0079821,FBtr0078245
8688,FBtr0085216,FBtr0079330,FBtr0070984,FBtr0085464
8689,FBtr0075751,FBtr0084535,FBtr0079441,FBtr0088925
8690,FBtr0087664,FBtr0087538,FBtr0078843,FBtr0346964
8691,FBtr0070200,FBtr0072134,FBtr0088249,FBtr0086669
8692,FBtr0084458,FBtr0301237,FBtr0080362,FBtr0083226
8693,FBtr0306316,FBtr0077505,FBtr0086669,FBtr0083713
8694,FBtr0079095,FBtr0073948,FBtr0089859,FBtr0071234
8695,FBtr0078338,FBtr0347040,FBtr0075502,FBtr0346353
8696,FBtr0300914,FBtr0082206,FBtr0306314,FBtr0080940
8697,FBtr0086022,FBtr0081560,FBtr0076259,FBtr0299709
8698,FBtr0070109,FBtr0077852,FBtr0079808,FBtr0085467
8699,FBtr0343004,FBtr0073218,FBtr0077567,FBtr0300915
8700,FBtr0077814,FBtr0306160,FBtr0309304,FBtr0479973
8701,FBtr0080549,FBtr0072249,FBtr0076029,FBtr0078728
8702,FBtr0081069,FBtr0073242,FBtr0084387,FBtr0083476
8703,FBtr0088966,FBtr0078399,FBtr0078846,FBtr0079821
8704,FBtr0289967,FBtr0084492,FBtr0340350,FBtr0087219
8705,FBtr0083843,FBtr0088531,FBtr0300048,FBtr0088465
8706,FBtr0077543,FBtr0071766,FBtr0076942,FBtr0088334
8707,FBtr0091778,FBtr0079577,FBtr0481675,FBtr0072823
8708,FBtr0089900,FBtr0087131,FBtr0100038,FBtr0087761
8709,FBtr0299816,FBtr0086745,FBtr0479973,FBtr0076463
8710,FBtr0079959,FBtr0073361,FBtr0089021,FBtr0072062
8711,FBtr0300391,FBtr0072159,FBtr0072062,FBtr0113117
8712,FBtr0079890,FBtr0084836,FBtr0084431,FBtr0309304
8713,FBtr0091908,FBtr0078089,FBtr0347287,FBtr0343881
8714,FBtr0088771,FBtr0081920,FBtr0342613,FBtr0081122
8715,FBtr0474082,FBtr0072463,FBtr0073045,FBtr0070685
8716,FBtr0344967,FBtr0070260,FBtr0329833,FBtr0073375
8717,FBtr0112447,FBtr0073899,FBtr0075819,FBtr0076441
8718,FBtr0086136,FBtr0081949,FBtr0300903,FBtr0078709
8719,FBtr0070424,FBtr0072501,FBtr0072899,FBtr0087182
8720,FBtr0347244,FBtr0085640,FBtr0081197,FBtr0070682
8721,FBtr0076402,FBtr0078957,FBtr0330007,FBtr0075819
8722,FBtr0074211,FBtr0074353,FBtr0300457,FBtr0074099
8723,FBtr0347136,FBtr0086492,FBtr0078709,FBtr0071848
8724,FBtr0078415,FBtr0346855,FBtr0310385,FBtr0306052
8725,FBtr0084551,FBtr0344428,FBtr0079683,FBtr0306283
8726,FBtr0332584,FBtr0072072,FBtr0339803,FBtr0273418
8727,FBtr0273319,FBtr0080563,FBtr0072823,FBtr0087935
8728,FBtr0072194,FBtr0078549,FBtr0085467,FBtr0110878
8729,FBtr0086211,FBtr0085607,FBtr0077568,FBtr0078928
8730,FBtr0091902,FBtr0077650,FBtr0307507,FBtr0073045
8731,FBtr0079661,FBtr0074820,FBtr0083250,FBtr0342726
8732,FBtr0086230,FBtr0073854,FBtr0075701,FBtr0075806
8733,FBtr0084190,FBtr0084402,FBtr0300130,FBtr0330007
8734,FBtr0070186,FBtr0070338,FBtr0071880,FBtr0100038
8735,FBtr0070655,FBtr0071687,FBtr0088334,FBtr0084431
8736,FBtr0089014,FBtr0088210,FBtr0100131,FBtr0076942
8737,FBtr0091894,FBtr0078678,FBtr0301266,FBtr0079233
8738,FBtr0346846,FBtr0070197,FBtr0073851,FBtr0302892
8739,FBtr0086671,FBtr0078523,FBtr0273418,FBtr0071153
8740,FBtr0091896,FBtr0083805,FBtr0072607,FBtr0303201
8741,FBtr0091898,FBtr0080727,FBtr0079816,FBtr0079750
8742,FBtr0084830,FBtr0083222,FBtr0301043,FBtr0087585
8743,FBtr0091900,FBtr0087421,FBtr0073362,FBtr0339163
8744,FBtr0074037,FBtr0072538,FBtr0078728,FBtr0346989
8745,FBtr0344642,FBtr0072036,FBtr0080940,FBtr0307275
8746,FBtr0083375,FBtr0074989,FBtr0301876,FBtr0475223
8747,FBtr0113026,FBtr0087078,FBtr0299572,FBtr0076572
8748,FBtr0079760,FBtr0082614,FBtr0084201,FBtr0301312
8749,FBtr0070791,FBtr0075019,FBtr0100543,FBtr0071150
8750,FBtr0076997,FBtr0114303,FBtr0074545,FBtr0088318
8751,FBtr0345843,FBtr0070833,FBtr0086003,FBtr0082151
8752,FBtr0080239,FBtr0075645,FBtr0299709,FBtr0088315
8753,FBtr0078018,FBtr0344951,FBtr0083082,FBtr0343637
8754,FBtr0343003,FBtr0080162,FBtr0073725,FBtr0087067
8755,FBtr0087279,FBtr0086780,FBtr0087647,FBtr0082318
8756,FBtr0113581,FBtr0084565,FBtr0074329,FBtr0078241
8757,FBtr0089971,FBtr0089572,FBtr0088781,FBtr0074375
8758,FBtr0077213,FBtr0091486,FBtr0074315,FBtr0070188
8759,FBtr0078801,FBtr0074190,FBtr0071560,FBtr0347096
8760,FBtr0085867,FBtr0078353,FBtr0073375,FBtr0081711
8761,FBtr0332936,FBtr0078215,FBtr0073166,FBtr0088090
8762,FBtr0073612,FBtr0089758,FBtr0081315,FBtr0078510
8763,FBtr0087806,FBtr0072201,FBtr0332936,FBtr0071708
8764,FBtr0344248,FBtr0347296,FBtr0088465,FBtr0334146
8765,FBtr0076171,FBtr0073789,FBtr0078245,FBtr0289967
8766,FBtr0077013,FBtr0071450,FBtr0074287,FBtr0084225
8767,FBtr0083992,FBtr0112638,FBtr0079596,FBtr0100678
8768,FBtr0113541,FBtr0070417,FBtr0080809,FBtr0089291
8769,FBtr0079931,FBtr0072102,FBtr0342726,FBtr0336744
8770,FBtr0344919,FBtr0071612,FBtr0083456,FBtr0078875
8771,FBtr0076892,FBtr0300370,FBtr0076441,FBtr0081257
8772,FBtr0347514,FBtr0087915,FBtr0078891,FBtr0070797
8773,FBtr0112737,FBtr0078055,FBtr0081122,FBtr0074493
8774,FBtr0088759,FBtr0082160,FBtr0452126,FBtr0071821
8775,FBtr0087539,FBtr0077154,FBtr0076077,FBtr0332279
8776,FBtr0077294,FBtr0074710,FBtr0087585,FBtr0088594
8777,FBtr0091624,FBtr0079038,FBtr0300635,FBtr0100319
8778,FBtr0346840,FBtr0076133,FBtr0080508,FBtr0087771
8779,FBtr0306821,FBtr0085775,FBtr0083026,FBtr0073429
8780,FBtr0087504,FBtr0087546,FBtr0087182,FBtr0300783
8781,FBtr0086850,FBtr0114616,FBtr0075806,FBtr0113519
8782,FBtr0085712,FBtr0071683,FBtr0336486,FBtr0342937
8783,FBtr0346013,FBtr0086839,FBtr0084169,FBtr0346043
8784,FBtr0074960,FBtr0080288,FBtr0346057,FBtr0073379
8785,FBtr0075817,FBtr0290249,FBtr0343881,FBtr0079158
8786,FBtr0091954,FBtr0077684,FBtr0302892,FBtr0078559
8787,FBtr0333493,FBtr0080395,FBtr0343743,FBtr0083836
8788,FBtr0100025,FBtr0079219,FBtr0083577,FBtr0078268
8789,FBtr0072899,FBtr0079493,FBtr0100850,FBtr0344887
8790,FBtr0070076,FBtr0075423,FBtr0088364,FBtr0070634
8791,FBtr0340498,FBtr0077198,FBtr0073439,FBtr0074292
8792,FBtr0084100,FBtr0073376,FBtr0083476,FBtr0089506
8793,FBtr0076987,FBtr0074947,FBtr0087817,FBtr0077457
8794,FBtr0082764,FBtr0081487,FBtr0083116,FBtr0082597
8795,FBtr0086135,FBtr0081249,FBtr0080543,FBtr0088404
8796,FBtr0087595,FBtr0077469,FBtr0080229,FBtr0339088
8797,FBtr0074207,FBtr0070365,FBtr0080853,FBtr0088944
8798,FBtr0089426,FBtr0070313,FBtr0345380,FBtr0347247
8799,FBtr0075046,FBtr0083414,FBtr0301322,FBtr0080008
8800,FBtr0087171,FBtr0088742,FBtr0074656,FBtr0072309
8801,FBtr0087637,FBtr0073724,FBtr0080544,FBtr0302877
8802,FBtr0072607,FBtr0071264,FBtr0079566,FBtr0113723
8803,FBtr0088781,FBtr0075148,FBtr0083752,FBtr0076662
8804,FBtr0073254,FBtr0112557,FBtr0346977,FBtr0113579
8805,FBtr0077335,FBtr0085787,FBtr0083781,FBtr0079730
8806,FBtr0084550,FBtr0085612,FBtr0346800,FBtr0113582
8807,FBtr0084802,FBtr0073293,FBtr0085328,FBtr0072830
8808,FBtr0088894,FBtr0088246,FBtr0346424,FBtr0079998
8809,FBtr0308065,FBtr0091664,FBtr0302527,FBtr0070481
8810,FBtr0083771,FBtr0087503,FBtr0340578,FBtr0344967
8811,FBtr0083283,FBtr0070103,FBtr0084862,FBtr0481674
8812,FBtr0077391,FBtr0081483,FBtr0074034,FBtr0310102
8813,FBtr0070626,FBtr0072013,FBtr0084830,FBtr0087211
8814,FBtr0073111,FBtr0079183,FBtr0075639,FBtr0344479
8815,FBtr0071099,FBtr0084493,FBtr0074048,FBtr0085556
8816,FBtr0073112,FBtr0081395,FBtr0076234,FBtr0071140
8817,FBtr0071765,FBtr0070661,FBtr0071678,FBtr0071761
8818,FBtr0070203,FBtr0112354,FBtr0085286,FBtr0088380
8819,FBtr0070289,FBtr0091708,FBtr0078859,FBtr0070930
8820,FBtr0084591,FBtr0307362,FBtr0080539,FBtr0077362
8821,FBtr0079911,FBtr0082588,FBtr0089185,FBtr0071919
8822,FBtr0083504,FBtr0083718,FBtr0332557,FBtr0340608
8823,FBtr0084681,FBtr0300459,FBtr0071391,FBtr0091910
8824,FBtr0081073,FBtr0082478,FBtr0332275,FBtr0086304
8825,FBtr0075770,FBtr0086881,FBtr0072963,FBtr0078785
8826,FBtr0083295,FBtr0088887,FBtr0304630,FBtr0344932
8827,FBtr0076836,FBtr0290242,FBtr0114354,FBtr0088337
8828,FBtr0080070,FBtr0333069,FBtr0300803,FBtr0091912
8829,FBtr0082991,FBtr0303799,FBtr0333526,FBtr0075224
8830,FBtr0084472,FBtr0085572,FBtr0301881,FBtr0074865
8831,FBtr0085811,FBtr0339193,FBtr0077310,FBtr0077674
8832,FBtr0343402,FBtr0112516,FBtr0100329,FBtr0083611
8833,FBtr0078466,FBtr0340107,FBtr0070245,FBtr0078216
8834,FBtr0073335,FBtr0084043,FBtr0334402,FBtr0302155
8835,FBtr0077981,FBtr0079160,FBtr0074418,FBtr0080181
8836,FBtr0112525,FBtr0085100,FBtr0113593,FBtr0078272
8837,FBtr0334784,FBtr0078408,FBtr0076229,FBtr0080824
8838,FBtr0075222,FBtr0071617,FBtr0344531,FBtr0074071
8839,FBtr0082664,FBtr0078798,FBtr0347108,FBtr0091904
8840,FBtr0085746,FBtr0077159,FBtr0332549,FBtr0091874
8841,FBtr0071472,FBtr0114357,FBtr0089982,FBtr0071047
8842,FBtr0100525,FBtr0070445,FBtr0075810,FBtr0084179
8843,FBtr0072417,FBtr0073659,FBtr0100110,FBtr0091882
8844,FBtr0075564,FBtr0074962,FBtr0307203,FBtr0091884
8845,FBtr0071756,FBtr0304807,FBtr0074447,FBtr0078137
8846,FBtr0091925,FBtr0301436,FBtr0086299,FBtr0072233
8847,FBtr0074236,FBtr0344306,FBtr0077330,FBtr0083951
8848,FBtr0346837,FBtr0072308,FBtr0072550,FBtr0072166
8849,FBtr0113305,FBtr0071628,FBtr0299964,FBtr0075064
8850,FBtr0072476,FBtr0072064,FBtr0076276,FBtr0078278
8851,FBtr0071057,FBtr0070895,FBtr0334273,FBtr0345626
8852,FBtr0073340,FBtr0091956,FBtr0083378,FBtr0079129
8853,FBtr0304737,FBtr0079321,FBtr0084884,FBtr0347324
8854,FBtr0082897,FBtr0079262,FBtr0080554,FBtr0074828
8855,FBtr0084361,FBtr0086522,FBtr0082255,FBtr0073035
8856,FBtr0076807,FBtr0083212,FBtr0100555,FBtr0112633
8857,FBtr0074813,FBtr0085857,FBtr0086249,FBtr0085124
8858,FBtr0091754,FBtr0332007,FBtr0081628,FBtr0079825
8859,FBtr0084513,FBtr0343203,FBtr0071822,FBtr0078071
8860,FBtr0071771,FBtr0340271,FBtr0113768,FBtr0345669
8861,FBtr0077985,FBtr0089869,FBtr0344039,FBtr0091890
8862,FBtr0086039,FBtr0473384,FBtr0342995,FBtr0091892
8863,FBtr0091448,FBtr0081216,FBtr0079771,FBtr0082870
8864,FBtr0081133,FBtr0075605,FBtr0343863,FBtr0091888
8865,FBtr0091605,FBtr0089259,FBtr0075181,FBtr0088273
8866,FBtr0304877,FBtr0079405,FBtr0346997,FBtr0075354
8867,FBtr0307183,FBtr0336521,FBtr0083030,FBtr0089377
8868,FBtr0091650,FBtr0112724,FBtr0080161,FBtr0339542
8869,FBtr0071373,FBtr0300455,FBtr0088715,FBtr0085927
8870,FBtr0091651,FBtr0070807,FBtr0303074,FBtr0074661
8871,FBtr0070079,FBtr0083841,FBtr0113589,FBtr0113513
8872,FBtr0082945,FBtr0074451,FBtr0073843,FBtr0078179
8873,FBtr0076032,FBtr0074840,FBtr0083253,FBtr0074201
8874,FBtr0078083,FBtr0332570,FBtr0345362,FBtr0070867
8875,FBtr0073223,FBtr0303882,FBtr0084383,FBtr0083523
8876,FBtr0073776,FBtr0445828,FBtr0300056,FBtr0079249
8877,FBtr0087612,FBtr0087576,FBtr0301670,FBtr0113509
8878,FBtr0100598,FBtr0079601,FBtr0087093,FBtr0308646
8879,FBtr0077432,FBtr0087367,FBtr0113003,FBtr0077438
8880,FBtr0112355,FBtr0344623,FBtr0074848,FBtr0080088
8881,FBtr0113781,FBtr0335158,FBtr0084407,FBtr0078186
8882,FBtr0111244,FBtr0073737,FBtr0071924,FBtr0070462
8883,FBtr0087060,FBtr0113019,FBtr0074184,FBtr0079581
8884,FBtr0082909,FBtr0301277,FBtr0091635,FBtr0114315
8885,FBtr0078990,FBtr0075123,FBtr0110961,FBtr0074779
8886,FBtr0071386,FBtr0081263,FBtr0073844,FBtr0332770
8887,FBtr0344913,FBtr0343164,FBtr0075898,FBtr0083817
8888,FBtr0480000,FBtr0087975,FBtr0075779,FBtr0091446
8889,FBtr0074260,FBtr0071835,FBtr0273396,FBtr0111268
8890,FBtr0082071,FBtr0339618,FBtr0290334,FBtr0346431
8891,FBtr0088116,FBtr0081645,FBtr0079155,FBtr0083308
8892,FBtr0084877,FBtr0075504,FBtr0303075,FBtr0084886
8893,FBtr0082854,FBtr0083662,FBtr0074864,FBtr0343542
8894,FBtr0079271,FBtr0082060,FBtr0085345,FBtr0074940
8895,FBtr0082704,FBtr0340637,FBtr0078951,FBtr0070056
8896,FBtr0079191,FBtr0078706,FBtr0300207,FBtr0079891
8897,FBtr0078810,FBtr0077617,FBtr0071003,FBtr0083188
8898,FBtr0113560,FBtr0073287,FBtr0300467,FBtr0079297
8899,FBtr0335124,FBtr0076393,FBtr0303215,FBtr0075098
8900,FBtr0072553,FBtr0077456,FBtr0479952,FBtr0479956
8901,FBtr0071842,FBtr0089999,FBtr0309788,FBtr0084881
8902,FBtr0087599,FBtr0300173,FBtr0088533,FBtr0073923
8903,FBtr0309751,FBtr0075308,FBtr0089556,FBtr0083273
8904,FBtr0334932,FBtr0088520,FBtr0083548,FBtr0073103
8905,FBtr0084697,FBtr0474083,FBtr0347072,FBtr0273400
8906,FBtr0078477,FBtr0112367,FBtr0082633,FBtr0100501
8907,FBtr0088690,FBtr0310149,FBtr0082571,FBtr0073105
8908,FBtr0087499,FBtr0332964,FBtr0085163,FBtr0074047
8909,FBtr0299596,FBtr0070723,FBtr0081562,FBtr0072729
8910,FBtr0091684,FBtr0085090,FBtr0079381,FBtr0080755
8911,FBtr0070948,FBtr0301366,FBtr0089496,FBtr0070894
8912,FBtr0085573,FBtr0086331,FBtr0080047,FBtr0345241
8913,FBtr0332036,FBtr0088609,FBtr0087685,FBtr0088718
8914,FBtr0079053,FBtr0078861,FBtr0334108,FBtr0087085
8915,FBtr0087007,FBtr0071489,FBtr0336465,FBtr0077825
8916,FBtr0340074,FBtr0302930,FBtr0086918,FBtr0086316
8917,FBtr0075496,FBtr0113321,FBtr0304717,FBtr0304003
8918,FBtr0333950,FBtr0073546,FBtr0479970,FBtr0072635
8919,FBtr0084762,FBtr0086245,FBtr0071659,FBtr0310084
8920,FBtr0070414,FBtr0087296,FBtr0080387,FBtr0086969
8921,FBtr0346220,FBtr0085562,FBtr0086076,FBtr0080610
8922,FBtr0310485,FBtr0088878,FBtr0073552,FBtr0084683
8923,FBtr0081921,FBtr0084665,FBtr0088954,FBtr0082830
8924,FBtr0072606,FBtr0081500,FBtr0334744,FBtr0080121
8925,FBtr0082158,FBtr0078949,FBtr0074540,FBtr0112619
8926,FBtr0071444,FBtr0077049,FBtr0072410,FBtr0087540
8927,FBtr0091709,FBtr0079012,FBtr0309198,FBtr0310563
8928,FBtr0087451,FBtr0307019,FBtr0078395,FBtr0073513
8929,FBtr0083087,FBtr0077853,FBtr0308620,FBtr0087580
8930,FBtr0077629,FBtr0072503,FBtr0088961,FBtr0089998
8931,FBtr0081576,FBtr0081464,FBtr0309290,FBtr0081707
8932,FBtr0070066,FBtr0113606,FBtr0307313,FBtr0079488
8933,FBtr0080908,FBtr0344961,FBtr0082320,FBtr0080156
8934,FBtr0300059,FBtr0079962,FBtr0087801,FBtr0112440
8935,FBtr0082355,FBtr0078405,FBtr0079175,FBtr0346781
8936,FBtr0473609,FBtr0079029,FBtr0075844,FBtr0346201
8937,FBtr0339366,FBtr0087036,FBtr0073747,FBtr0082844
8938,FBtr0077904,FBtr0071903,FBtr0076504,FBtr0071548
8939,FBtr0085611,FBtr0071009,FBtr0331502,FBtr0077641
8940,FBtr0070107,FBtr0078991,FBtr0085075,FBtr0082921
8941,FBtr0088084,FBtr0086684,FBtr0100421,FBtr0071051
8942,FBtr0334323,FBtr0084505,FBtr0081807,FBtr0076752
8943,FBtr0070106,FBtr0072250,FBtr0078764,FBtr0091491
8944,FBtr0087861,FBtr0088765,FBtr0077303,FBtr0074311
8945,FBtr0300804,FBtr0075887,FBtr0344672,FBtr0078163
8946,FBtr0339424,FBtr0086694,FBtr0301740,FBtr0344535
8947,FBtr0343646,FBtr0086273,FBtr0343757,FBtr0089207
8948,FBtr0076420,FBtr0342593,FBtr0074318,FBtr0079612
8949,FBtr0110802,FBtr0084400,FBtr0075316,FBtr0339392
8950,FBtr0079213,FBtr0452121,FBtr0080691,FBtr0085106
8951,FBtr0074823,FBtr0072083,FBtr0089766,FBtr0302437
8952,FBtr0087537,FBtr0084578,FBtr0345570,FBtr0072168
8953,FBtr0088425,FBtr0089488,FBtr0085929,FBtr0084688
8954,FBtr0077717,FBtr0080850,FBtr0076454,FBtr0080394
8955,FBtr0083324,FBtr0072156,FBtr0074359,FBtr0091642
8956,FBtr0071583,FBtr0081717,FBtr0085194,FBtr0080572
8957,FBtr0070213,FBtr0081180,FBtr0075197,FBtr0080472
8958,FBtr0303861,FBtr0083240,FBtr0085242,FBtr0079723
8959,FBtr0072189,FBtr0114336,FBtr0343756,FBtr0085760
8960,FBtr0083377,FBtr0070251,FBtr0082104,FBtr0111121
8961,FBtr0085776,FBtr0473577,FBtr0347386,FBtr0078732
8962,FBtr0339363,FBtr0082572,FBtr0087675,FBtr0083529
8963,FBtr0084378,FBtr0084644,FBtr0113397,FBtr0332238
8964,FBtr0082396,FBtr0088061,FBtr0347423,FBtr0081639
8965,FBtr0082391,FBtr0088746,FBtr0330261,FBtr0078424
8966,FBtr0083574,FBtr0114307,FBtr0073967,FBtr0340008
8967,FBtr0077452,FBtr0084167,FBtr0071397,FBtr0080566
8968,FBtr0091766,FBtr0073698,FBtr0079320,FBtr0303429
8969,FBtr0078784,FBtr0078119,FBtr0346246,FBtr0084938
8970,FBtr0084590,FBtr0088841,FBtr0479937,FBtr0088139
8971,FBtr0088783,FBtr0290254,FBtr0082119,FBtr0080771
8972,FBtr0113571,FBtr0070297,FBtr0072905,FBtr0074904
8973,FBtr0309781,FBtr0086449,FBtr0089102,FBtr0088316
8974,FBtr0088644,FBtr0301161,FBtr0075483,FBtr0070973
8975,FBtr0344923,FBtr0088794,FBtr0077580,FBtr0339112
8976,FBtr0078481,FBtr0087573,FBtr0304873,FBtr0078778
8977,FBtr0082519,FBtr0077470,FBtr0083193,FBtr0081756
8978,FBtr0473623,FBtr0113293,FBtr0075317,FBtr0334340
8979,FBtr0333426,FBtr0084528,FBtr0081864,FBtr0080575
8980,FBtr0070658,FBtr0081552,FBtr0080046,FBtr0074843
8981,FBtr0083294,FBtr0301213,FBtr0473405,FBtr0091621
8982,FBtr0080465,FBtr0080983,FBtr0340075,FBtr0082354
8983,FBtr0113566,FBtr0086885,FBtr0290328,FBtr0079866
8984,FBtr0344458,FBtr0309807,FBtr0332625,FBtr0089171
8985,FBtr0100012,FBtr0070783,FBtr0091533,FBtr0339470
8986,FBtr0475050,FBtr0075536,FBtr0309825,FBtr0072085
8987,FBtr0481706,FBtr0075681,FBtr0344331,FBtr0078063
8988,FBtr0307179,FBtr0079834,FBtr0076497,FBtr0344074
8989,FBtr0084548,FBtr0336688,FBtr0309810,FBtr0087564
8990,FBtr0113216,FBtr0301194,FBtr0070950,FBtr0347088
8991,FBtr0077423,FBtr0079366,FBtr0070561,FBtr0307158
8992,FBtr0091924,FBtr0300775,FBtr0114344,FBtr0073833
8993,FBtr0345405,FBtr0075713,FBtr0309816,FBtr0342619
8994,FBtr0081222,FBtr0078028,FBtr0087674,FBtr0071281
8995,FBtr0071640,FBtr0089257,FBtr0306841,FBtr0071158
8996,FBtr0334864,FBtr0340070,FBtr0074285,FBtr0077720
8997,FBtr0112530,FBtr0110835,FBtr0080198,FBtr0078740
8998,FBtr0452129,FBtr0072572,FBtr0076560,FBtr0342955
8999,FBtr0303295,FBtr0072600,FBtr0070738,FBtr0344096
9000,FBtr0080445,FBtr0100545,FBtr0081376,FBtr0077484
9001,FBtr0075309,FBtr0084488,FBtr0077501,FBtr0073540
9002,FBtr0086636,FBtr0085600,FBtr0084852,FBtr0343658
9003,FBtr0076281,FBtr0306166,FBtr0300583,FBtr0085698
9004,FBtr0110983,FBtr0077569,FBtr0088792,FBtr0088260
9005,FBtr0083025,FBtr0302646,FBtr0340530,FBtr0079432
9006,FBtr0074035,FBtr0086229,FBtr0342634,FBtr0071843
9007,FBtr0071076,FBtr0301433,FBtr0089855,FBtr0074473
9008,FBtr0344464,FBtr0079996,FBtr0079806,FBtr0072024
9009,FBtr0100120,FBtr0072277,FBtr0081430,FBtr0087732
9010,FBtr0113575,FBtr0084327,FBtr0076814,FBtr0074005
9011,FBtr0113584,FBtr0087383,FBtr0085733,FBtr0342907
9012,FBtr0347542,FBtr0081982,FBtr0075381,FBtr0070697
9013,FBtr0079473,FBtr0076738,FBtr0075448,FBtr0073729
9014,FBtr0084293,FBtr0075632,FBtr0335265,FBtr0074332
9015,FBtr0084769,FBtr0087789,FBtr0073279,FBtr0084308
9016,FBtr0076701,FBtr0079327,FBtr0332737,FBtr0084117
9017,FBtr0100231,FBtr0080168,FBtr0334107,FBtr0076729
9018,FBtr0080289,FBtr0070199,FBtr0087359,FBtr0088118
9019,FBtr0081386,FBtr0082470,FBtr0073252,FBtr0006151
9020,FBtr0085473,FBtr0080937,FBtr0300305,FBtr0077745
9021,FBtr0082378,FBtr0302290,FBtr0078555,FBtr0113512
9022,FBtr0331503,FBtr0304731,FBtr0077588,FBtr0073104
9023,FBtr0076370,FBtr0084869,FBtr0345153,FBtr0075735
9024,FBtr0339146,FBtr0085849,FBtr0073702,FBtr0113217
9025,FBtr0329875,FBtr0083899,FBtr0075386,FBtr0072723
9026,FBtr0086075,FBtr0087440,FBtr0100834,FBtr0079559
9027,FBtr0088127,FBtr0084255,FBtr0078976,FBtr0081001
9028,FBtr0076785,FBtr0081890,FBtr0346768,FBtr0305016
9029,FBtr0310488,FBtr0087242,FBtr0078534,FBtr0082268
9030,FBtr0078348,FBtr0071790,FBtr0113018,FBtr0081021
9031,FBtr0087268,FBtr0084533,FBtr0084157,FBtr0075503
9032,FBtr0340503,FBtr0074349,FBtr0075648,FBtr0088037
9033,FBtr0082298,FBtr0339665,FBtr0301296,FBtr0071806
9034,FBtr0070660,FBtr0074168,FBtr0078012,FBtr0076548
9035,FBtr0347178,FBtr0299929,FBtr0084113,FBtr0070778
9036,FBtr0305657,FBtr0070339,FBtr0347326,FBtr0084740
9037,FBtr0072759,FBtr0299616,FBtr0084914,FBtr0290216
9038,FBtr0070341,FBtr0072324,FBtr0084918,FBtr0088254
9039,FBtr0300424,FBtr0079973,FBtr0110905,FBtr0080411
9040,FBtr0309820,FBtr0075310,FBtr0076271,FBtr0070488
